"Provider","Region","Region (code)","Name","vCPU","RAM (MiB)","Storage (GB)","Price/h (USD)"
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c5.large",2,4096,EBS only,0.096
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m3.medium",1,3840,1 x 4 SSD,0.096
"aws-ec2","EU (Ireland)","eu-west-1","m6a.large",2,8192,EBS only,0.0963
"aws-ec2","EU (Frankfurt)","eu-central-1","c5.large",2,4096,EBS only,0.097
"aws-ec2","EU (Frankfurt)","eu-central-1","c6i.large",2,4096,EBS only,0.097
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c5a.large",2,4096,EBS only,0.097
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c6gn.large",2,4096,EBS only,0.0975
"aws-ec2","EU (Ireland)","eu-west-1","c6gn.large",2,4096,EBS only,0.0976
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3a.large",2,8192,EBS only,0.0979
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6gd.xlarge",4,8192,1 x 237 NVMe SSD,0.098
"aws-ec2","EU (Ireland)","eu-west-1","c5ad.large",2,4096,1 x 75 NVMe SSD,0.098
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c5.large",2,4096,EBS only,0.098
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6gd.large",2,4096,1 x 118 NVMe SSD,0.098
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c6i.large",2,4096,EBS only,0.098
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","c5.large",2,4096,EBS only,0.098
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m3.medium",1,3840,1 x 4 SSD,0.098
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3a.xlarge",4,16384,EBS only,0.0986
"aws-ec2","EU (Frankfurt)","eu-central-1","c6gn.large",2,4096,EBS only,0.0986
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m6g.large",2,8192,EBS only,0.099
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c6gn.large",2,4096,EBS only,0.099
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.099
"aws-ec2","US West (N. California)","us-west-1","t3.large",2,8192,EBS only,0.0992
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t2.large",2,8192,EBS only,0.0992
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","t3.large",2,8192,EBS only,0.0998
"aws-ec2","US East (N. Virginia)","us-east-1","m4.large",2,8192,EBS only,0.1
"aws-ec2","US West (Oregon)","us-west-2","m4.large",2,8192,EBS only,0.1
"aws-ec2","US East (Ohio)","us-east-2","m4.large",2,8192,EBS only,0.1
"aws-ec2","EU (London)","eu-west-2","m5a.large",2,8192,EBS only,0.1
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c5a.large",2,4096,EBS only,0.1
"aws-ec2","EU (Frankfurt)","eu-central-1","c5ad.large",2,4096,1 x 75 NVMe SSD,0.1
"aws-ec2","US East (N. Virginia)","us-east-1","c4.large",2,3840,EBS only,0.1
"aws-ec2","US East (Ohio)","us-east-2","c4.large",2,3840,EBS only,0.1
"aws-ec2","US West (Oregon)","us-west-2","c4.large",2,3840,EBS only,0.1
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c4.large",2,3840,EBS only,0.1
"aws-ec2","EU (Ireland)","eu-west-1","x2gd.medium",1,16384,1 x 59 SSD,0.1
"aws-ec2","Middle East (Bahrain)","me-south-1","t3.large",2,8192,EBS only,0.1
"aws-ec2","US East (N. Virginia)","us-east-1","r6g.large",2,16384,EBS only,0.101
"aws-ec2","US West (Oregon)","us-west-2","r6g.large",2,16384,EBS only,0.101
"aws-ec2","US East (Ohio)","us-east-2","r6g.large",2,16384,EBS only,0.101
"aws-ec2","EU (Ireland)","eu-west-1","t2.large",2,8192,EBS only,0.101
"aws-ec2","EU (Ireland)","eu-west-1","m6gd.large",2,8192,1 x 118 NVMe SSD,0.101
"aws-ec2","US East (Ohio)","us-east-2","c6id.large",2,4096,1 x 118 SSD,0.101
"aws-ec2","US East (N. Virginia)","us-east-1","c6id.large",2,4096,1 x 118 SSD,0.101
"aws-ec2","US West (Oregon)","us-west-2","c6id.large",2,4096,1 x 118 SSD,0.101
"aws-ec2","US West (N. California)","us-west-1","m5a.large",2,8192,EBS only,0.101
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6i.large",2,8192,EBS only,0.101
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m5.large",2,8192,EBS only,0.101
"aws-ec2","EU (Paris)","eu-west-3","m5a.large",2,8192,EBS only,0.101
"aws-ec2","EU (Milan)","eu-south-1","m5a.large",2,8192,EBS only,0.101
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c5ad.large",2,4096,1 x 75 NVMe SSD,0.101
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6gd.large",2,4096,1 x 118 NVMe SSD,0.101
"aws-ec2","EU (Paris)","eu-west-3","c6i.large",2,4096,EBS only,0.101
"aws-ec2","EU (London)","eu-west-2","c6i.large",2,4096,EBS only,0.101
"aws-ec2","EU (London)","eu-west-2","c5.large",2,4096,EBS only,0.101
"aws-ec2","EU (Paris)","eu-west-3","c5.large",2,4096,EBS only,0.101
"aws-ec2","EU (Milan)","eu-south-1","c5.large",2,4096,EBS only,0.101
"aws-ec2","EU (Milan)","eu-south-1","c6i.large",2,4096,EBS only,0.101
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6g.xlarge",4,16384,EBS only,0.101
"aws-ec2","US West (Oregon)","us-west-2","a1.xlarge",4,8192,EBS only,0.102
"aws-ec2","US East (N. Virginia)","us-east-1","a1.xlarge",4,8192,EBS only,0.102
"aws-ec2","US East (Ohio)","us-east-2","a1.xlarge",4,8192,EBS only,0.102
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","a1.xlarge",4,8192,EBS only,0.102
"aws-ec2","EU (Stockholm)","eu-north-1","m5.large",2,8192,EBS only,0.102
"aws-ec2","EU (Stockholm)","eu-north-1","m6i.large",2,8192,EBS only,0.102
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","c5.large",2,4096,EBS only,0.102
"aws-ec2","Canada (Central)","ca-central-1","t2.large",2,8192,EBS only,0.102
"aws-ec2","EU (Paris)","eu-west-3","c6gn.large",2,4096,EBS only,0.102
"aws-ec2","EU (London)","eu-west-2","c6gn.large",2,4096,EBS only,0.102
"aws-ec2","US East (N. Virginia)","us-east-1","m5ad.large",2,8192,1 x 75 NVMe SSD,0.103
"aws-ec2","US West (Oregon)","us-west-2","m5ad.large",2,8192,1 x 75 NVMe SSD,0.103
"aws-ec2","US East (Ohio)","us-east-2","m5ad.large",2,8192,1 x 75 NVMe SSD,0.103
"aws-ec2","EU (Milan)","eu-south-1","c5ad.large",2,4096,1 x 75 NVMe SSD,0.103
"aws-ec2","Africa (Cape Town)","af-south-1","c5a.large",2,4096,EBS only,0.103
"aws-ec2","EU (Milan)","eu-south-1","c6gn.large",2,4096,EBS only,0.103
"aws-ec2","EU (Frankfurt)","eu-central-1","m6a.large",2,8192,EBS only,0.103
"aws-ec2","EU (Frankfurt)","eu-central-1","m5a.large",2,8192,EBS only,0.104
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3.large",2,8192,EBS only,0.104
"aws-ec2","EU (Stockholm)","eu-north-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.104
"aws-ec2","EU (London)","eu-west-2","m6gd.large",2,8192,1 x 118 NVMe SSD,0.105
"aws-ec2","South America (Sao Paulo)","sa-east-1","c6g.large",2,4096,EBS only,0.105
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m4.large",2,8192,EBS only,0.105
"aws-ec2","US West (Oregon)","us-west-2","c3.large",2,3840,2 x 16 SSD,0.105
"aws-ec2","US East (N. Virginia)","us-east-1","c3.large",2,3840,2 x 16 SSD,0.105
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3.large",2,8192,EBS only,0.106
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3.large",2,8192,EBS only,0.106
"aws-ec2","EU (Paris)","eu-west-3","t2.large",2,8192,EBS only,0.106
"aws-ec2","EU (London)","eu-west-2","t2.large",2,8192,EBS only,0.106
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","t3.large",2,8192,EBS only,0.106
"aws-ec2","Middle East (Bahrain)","me-south-1","c6i.large",2,4096,EBS only,0.106
"aws-ec2","US West (N. California)","us-west-1","m6gd.large",2,8192,1 x 118 NVMe SSD,0.106
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m5a.large",2,8192,EBS only,0.106
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","m6g.large",2,8192,EBS only,0.106
"aws-ec2","US West (N. California)","us-west-1","c6i.large",2,4096,EBS only,0.106
"aws-ec2","US West (N. California)","us-west-1","c5.large",2,4096,EBS only,0.106
"aws-ec2","Canada (Central)","ca-central-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.106
"aws-ec2","Middle East (Bahrain)","me-south-1","c5.large",2,4096,EBS only,0.106
"aws-ec2","EU (Stockholm)","eu-north-1","r6g.large",2,16384,EBS only,0.107
"aws-ec2","EU (Ireland)","eu-west-1","m5.large",2,8192,EBS only,0.107
"aws-ec2","EU (Ireland)","eu-west-1","m6i.large",2,8192,EBS only,0.107
"aws-ec2","Canada (Central)","ca-central-1","m5.large",2,8192,EBS only,0.107
"aws-ec2","Canada (Central)","ca-central-1","m6i.large",2,8192,EBS only,0.107
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c5.large",2,4096,EBS only,0.107
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6i.large",2,4096,EBS only,0.107
"aws-ec2","EU (Frankfurt)","eu-central-1","t2.large",2,8192,EBS only,0.107
"aws-ec2","South America (Sao Paulo)","sa-east-1","t4g.large",2,8192,EBS only,0.107
"aws-ec2","Middle East (Bahrain)","me-south-1","c6gn.large",2,4096,EBS only,0.107
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m5a.large",2,8192,EBS only,0.108
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m5a.large",2,8192,EBS only,0.108
"aws-ec2","US East (Ohio)","us-east-2","c5n.large",2,5376,EBS only,0.108
"aws-ec2","US East (N. Virginia)","us-east-1","c5n.large",2,5376,EBS only,0.108
"aws-ec2","US West (Oregon)","us-west-2","c5n.large",2,5376,EBS only,0.108
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c5n.large",2,5376,EBS only,0.108
"aws-ec2","US West (N. California)","us-west-1","c6gn.large",2,4096,EBS only,0.108
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c6i.large",2,4096,EBS only,0.108
"aws-ec2","Middle East (Bahrain)","me-south-1","c5ad.large",2,4096,1 x 75 NVMe SSD,0.108
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c5.large",2,4096,EBS only,0.108
"aws-ec2","Africa (Cape Town)","af-south-1","t3.large",2,8192,EBS only,0.108
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3.large",2,8192,EBS only,0.109
"aws-ec2","EU (Frankfurt)","eu-central-1","m6gd.large",2,8192,1 x 118 NVMe SSD,0.109
"aws-ec2","EU (Ireland)","eu-west-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.109
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6gn.large",2,4096,EBS only,0.109
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c5d.large",2,4096,1 x 50 NVMe SSD,0.11
"aws-ec2","Canada (Central)","ca-central-1","c4.large",2,3840,EBS only,0.11
"aws-ec2","Canada (Central)","ca-central-1","r6g.large",2,16384,EBS only,0.11
"aws-ec2","US West (N. California)","us-west-1","t2.large",2,8192,EBS only,0.11
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m5a.xlarge",4,16384,EBS only,0.111
"aws-ec2","EU (Ireland)","eu-west-1","m4.large",2,8192,EBS only,0.111
"aws-ec2","Canada (Central)","ca-central-1","m4.large",2,8192,EBS only,0.111
"aws-ec2","EU (London)","eu-west-2","m5.large",2,8192,EBS only,0.111
"aws-ec2","EU (London)","eu-west-2","m6i.large",2,8192,EBS only,0.111
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6i.large",2,4096,EBS only,0.111
"aws-ec2","EU (Frankfurt)","eu-central-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.111
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c5.large",2,4096,EBS only,0.111
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6a.xlarge",4,16384,EBS only,0.111
"aws-ec2","US West (N. California)","us-west-1","r6g.large",2,16384,EBS only,0.112
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m5a.large",2,8192,EBS only,0.112
"aws-ec2","US West (N. California)","us-west-1","m5.large",2,8192,EBS only,0.112
"aws-ec2","US West (N. California)","us-west-1","m6i.large",2,8192,EBS only,0.112
"aws-ec2","EU (Paris)","eu-west-3","m6i.large",2,8192,EBS only,0.112
"aws-ec2","EU (Paris)","eu-west-3","m5.large",2,8192,EBS only,0.112
"aws-ec2","EU (Milan)","eu-south-1","m6i.large",2,8192,EBS only,0.112
"aws-ec2","EU (Milan)","eu-south-1","m5.large",2,8192,EBS only,0.112
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.112
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","c5d.large",2,4096,1 x 50 NVMe SSD,0.112
"aws-ec2","EU (Ireland)","eu-west-1","r6g.large",2,16384,EBS only,0.113
"aws-ec2","US East (N. Virginia)","us-east-1","r5a.large",2,16384,EBS only,0.113
"aws-ec2","US West (Oregon)","us-west-2","r5a.large",2,16384,EBS only,0.113
"aws-ec2","US East (Ohio)","us-east-2","r5a.large",2,16384,EBS only,0.113
"aws-ec2","US East (N. Virginia)","us-east-1","m5d.large",2,8192,1 x 75 NVMe SSD,0.113
"aws-ec2","US West (Oregon)","us-west-2","m5d.large",2,8192,1 x 75 NVMe SSD,0.113
"aws-ec2","US East (Ohio)","us-east-2","m5d.large",2,8192,1 x 75 NVMe SSD,0.113
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m6gd.large",2,8192,1 x 118 NVMe SSD,0.113
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","m6gd.large",2,8192,1 x 118 NVMe SSD,0.113
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6gn.large",2,4096,EBS only,0.113
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c5ad.large",2,4096,1 x 75 NVMe SSD,0.113
"aws-ec2","EU (Ireland)","eu-west-1","c4.large",2,3840,EBS only,0.113
"aws-ec2","US West (Oregon)","us-west-2","r6a.large",2,16384,EBS only,0.113
"aws-ec2","US East (N. Virginia)","us-east-1","r6a.large",2,16384,EBS only,0.113
"aws-ec2","US East (Ohio)","us-east-2","r6a.large",2,16384,EBS only,0.113
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m6gd.large",2,8192,1 x 118 NVMe SSD,0.114
"aws-ec2","EU (Milan)","eu-south-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.114
"aws-ec2","Africa (Cape Town)","af-south-1","c5.large",2,4096,EBS only,0.114
"aws-ec2","EU (Frankfurt)","eu-central-1","c4.large",2,3840,EBS only,0.114
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c4.large",2,3840,EBS only,0.114
"aws-ec2","EU (Ireland)","eu-west-1","c6id.large",2,4096,1 x 118 SSD,0.114
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c6gn.large",2,4096,EBS only,0.115
"aws-ec2","EU (Ireland)","eu-west-1","m5ad.large",2,8192,1 x 75 NVMe SSD,0.115
"aws-ec2","EU (Frankfurt)","eu-central-1","m5.large",2,8192,EBS only,0.115
"aws-ec2","EU (Frankfurt)","eu-central-1","m6i.large",2,8192,EBS only,0.115
"aws-ec2","Canada (Central)","ca-central-1","m5ad.large",2,8192,1 x 75 NVMe SSD,0.115
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","m5.large",2,8192,EBS only,0.115
"aws-ec2","EU (Paris)","eu-west-3","c5d.large",2,4096,1 x 50 NVMe SSD,0.115
"aws-ec2","EU (London)","eu-west-2","c5d.large",2,4096,1 x 50 NVMe SSD,0.115
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c4.large",2,3840,EBS only,0.115
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c3.large",2,3840,2 x 16 SSD,0.115
"aws-ec2","EU (Ireland)","eu-west-1","a1.xlarge",4,8192,EBS only,0.115
"aws-ec2","US East (N. Virginia)","us-east-1","r6gd.large",2,16384,1 x 118 NVMe SSD,0.115
"aws-ec2","US West (Oregon)","us-west-2","r6gd.large",2,16384,1 x 118 NVMe SSD,0.115
"aws-ec2","US East (Ohio)","us-east-2","r6gd.large",2,16384,1 x 118 NVMe SSD,0.115
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t2.large",2,8192,EBS only,0.115
"aws-ec2","EU (London)","eu-west-2","m4.large",2,8192,EBS only,0.116
"aws-ec2","EU (Stockholm)","eu-north-1","c5n.large",2,5376,EBS only,0.116
"aws-ec2","EU (Frankfurt)","eu-central-1","a1.xlarge",4,8192,EBS only,0.116
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t2.large",2,8192,EBS only,0.117
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t2.large",2,8192,EBS only,0.117
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t3.large",2,8192,EBS only,0.117
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m6gd.large",2,8192,1 x 118 NVMe SSD,0.117
"aws-ec2","US West (N. California)","us-west-1","m4.large",2,8192,EBS only,0.117
"aws-ec2","Africa (Cape Town)","af-south-1","c5ad.large",2,4096,1 x 75 NVMe SSD,0.117
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m1.medium",1,3840,1 x 410 SSD,0.117
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m1.medium",1,3840,1 x 410 SSD,0.117
"aws-ec2","South America (Sao Paulo)","sa-east-1","m1.medium",1,3840,1 x 410 SSD,0.117
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","a1.xlarge",4,8192,EBS only,0.118
"aws-ec2","EU (Paris)","eu-west-3","r6g.large",2,16384,EBS only,0.118
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m5.large",2,8192,EBS only,0.118
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m6i.large",2,8192,EBS only,0.118
"aws-ec2","Middle East (Bahrain)","me-south-1","m5.large",2,8192,EBS only,0.118
"aws-ec2","Canada (Central)","ca-central-1","c5n.large",2,5376,EBS only,0.118
"aws-ec2","South America (Sao Paulo)","sa-east-1","c5a.large",2,4096,EBS only,0.118
"aws-ec2","EU (London)","eu-west-2","r6g.large",2,16384,EBS only,0.118
"aws-ec2","EU (Milan)","eu-south-1","r6g.large",2,16384,EBS only,0.118
"aws-ec2","US East (Ohio)","us-east-2","m6id.large",2,8192,1 x 118 SSD,0.119
"aws-ec2","US East (N. Virginia)","us-east-1","m6id.large",2,8192,1 x 118 SSD,0.119
"aws-ec2","US West (Oregon)","us-west-2","m6id.large",2,8192,1 x 118 SSD,0.119
"aws-ec2","US East (N. Virginia)","us-east-1","m5n.large",2,8192,EBS only,0.119
"aws-ec2","US West (Oregon)","us-west-2","m5n.large",2,8192,EBS only,0.119
"aws-ec2","US East (Ohio)","us-east-2","m5n.large",2,8192,EBS only,0.119
"aws-ec2","South America (Sao Paulo)","sa-east-1","c6gd.large",2,4096,1 x 118 NVMe SSD,0.119
"aws-ec2","EU (London)","eu-west-2","c4.large",2,3840,EBS only,0.119
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m6i.large",2,8192,EBS only,0.12
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m6i.large",2,8192,EBS only,0.12
"aws-ec2","EU (Frankfurt)","eu-central-1","m4.large",2,8192,EBS only,0.12
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m5.large",2,8192,EBS only,0.12
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m5.large",2,8192,EBS only,0.12
"aws-ec2","EU (London)","eu-west-2","m5ad.large",2,8192,1 x 75 NVMe SSD,0.12
"aws-ec2","EU (Stockholm)","eu-north-1","m5d.large",2,8192,1 x 75 NVMe SSD,0.12
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","m5.large",2,8192,EBS only,0.12
"aws-ec2","US West (N. California)","us-west-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.12
"aws-ec2","Middle East (Bahrain)","me-south-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.12
"aws-ec2","EU (Ireland)","eu-west-1","c3.large",2,3840,2 x 16 SSD,0.12
"aws-ec2","US West (N. California)","us-west-1","c3.large",2,3840,2 x 16 SSD,0.12
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6gd.xlarge",4,16384,1 x 237 NVMe SSD,0.121
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","r6g.large",2,16384,EBS only,0.121
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3a.large",2,8192,EBS only,0.121
"aws-ec2","EU (Paris)","eu-west-3","m5ad.large",2,8192,1 x 75 NVMe SSD,0.121
"aws-ec2","EU (Frankfurt)","eu-central-1","r6g.large",2,16384,EBS only,0.122
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","r6g.large",2,16384,EBS only,0.122
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","r6g.large",2,16384,EBS only,0.122
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","r6g.large",2,16384,EBS only,0.122
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t2.large",2,8192,EBS only,0.122
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","r6g.large",2,16384,EBS only,0.122
"aws-ec2","US West (N. California)","us-west-1","m5ad.large",2,8192,1 x 75 NVMe SSD,0.122
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m5d.large",2,8192,1 x 75 NVMe SSD,0.122
"aws-ec2","EU (Ireland)","eu-west-1","c5n.large",2,5376,EBS only,0.122
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c5n.large",2,5376,EBS only,0.122
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.122
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m1.medium",1,3840,1 x 410 SSD,0.122
"aws-ec2","South America (Sao Paulo)","sa-east-1","m6g.large",2,8192,EBS only,0.122
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m4.large",2,8192,EBS only,0.123
"aws-ec2","EU (Frankfurt)","eu-central-1","c5n.large",2,5376,EBS only,0.123
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.123
"aws-ec2","Canada (Central)","ca-central-1","r5a.large",2,16384,EBS only,0.124
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m6i.large",2,8192,EBS only,0.124
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m5.large",2,8192,EBS only,0.124
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c5n.large",2,5376,EBS only,0.124
"aws-ec2","US West (N. California)","us-west-1","c4.large",2,3840,EBS only,0.124
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m4.large",2,8192,EBS only,0.125
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m4.large",2,8192,EBS only,0.125
"aws-ec2","EU (Frankfurt)","eu-central-1","m5ad.large",2,8192,1 x 75 NVMe SSD,0.125
"aws-ec2","US East (Ohio)","us-east-2","r6i.large",2,16384,EBS only,0.126
"aws-ec2","US West (Oregon)","us-west-2","r5.large",2,16384,EBS only,0.126
"aws-ec2","US East (N. Virginia)","us-east-1","r6i.large",2,16384,EBS only,0.126
"aws-ec2","US East (N. Virginia)","us-east-1","r5.large",2,16384,EBS only,0.126
"aws-ec2","US West (Oregon)","us-west-2","r6i.large",2,16384,EBS only,0.126
"aws-ec2","US East (Ohio)","us-east-2","r5.large",2,16384,EBS only,0.126
"aws-ec2","US West (N. California)","us-west-1","r5a.large",2,16384,EBS only,0.126
"aws-ec2","EU (Ireland)","eu-west-1","m5d.large",2,8192,1 x 75 NVMe SSD,0.126
"aws-ec2","Canada (Central)","ca-central-1","m5d.large",2,8192,1 x 75 NVMe SSD,0.126
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c5d.large",2,4096,1 x 50 NVMe SSD,0.126
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c4.large",2,3840,EBS only,0.126
"aws-ec2","Canada (Central)","ca-central-1","r6gd.large",2,16384,1 x 118 NVMe SSD,0.126
"aws-ec2","EU (Ireland)","eu-west-1","r6a.large",2,16384,EBS only,0.127
"aws-ec2","EU (Ireland)","eu-west-1","r5a.large",2,16384,EBS only,0.127
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m5ad.large",2,8192,1 x 75 NVMe SSD,0.127
"aws-ec2","Africa (Cape Town)","af-south-1","m5.large",2,8192,EBS only,0.127
"aws-ec2","EU (Ireland)","eu-west-1","r6gd.large",2,16384,1 x 118 NVMe SSD,0.128
"aws-ec2","EU (Paris)","eu-west-3","c5n.large",2,5376,EBS only,0.128
"aws-ec2","EU (London)","eu-west-2","c5n.large",2,5376,EBS only,0.128
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c3.large",2,3840,2 x 16 SSD,0.128
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6id.large",2,4096,1 x 118 SSD,0.128
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","a1.xlarge",4,8192,EBS only,0.128
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m4.large",2,8192,EBS only,0.129
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m5ad.large",2,8192,1 x 75 NVMe SSD,0.129
"aws-ec2","EU (Milan)","eu-south-1","c5n.large",2,5376,EBS only,0.129
"aws-ec2","EU (Frankfurt)","eu-central-1","c3.large",2,3840,2 x 16 SSD,0.129
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6g.xlarge",4,32768,EBS only,0.13
"aws-ec2","US West (N. California)","us-west-1","r6gd.large",2,16384,1 x 118 NVMe SSD,0.13
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6i.large",2,16384,EBS only,0.13
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r5.large",2,16384,EBS only,0.13
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m5ad.large",2,8192,1 x 75 NVMe SSD,0.13
"aws-ec2","Africa (Cape Town)","af-south-1","c5d.large",2,4096,1 x 50 NVMe SSD,0.13
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c4.large",2,3840,EBS only,0.13
"aws-ec2","US East (N. Virginia)","us-east-1","c1.medium",2,1740.8,1 x 350 SSD,0.13
"aws-ec2","US West (Oregon)","us-west-2","c1.medium",2,1740.8,1 x 350 SSD,0.13
"aws-ec2","US East (N. Virginia)","us-east-1","r5ad.large",2,16384,1 x 75 NVMe SSD,0.131
